Perc_Change_1d,Open_Prev_1d,High_Prev_1d,Low_Prev_1d,Close_Prev_1d,Volume_Prev_1d,100_mov_avg
-0.0031528949308001404,252.0,252.46,244.01,244.99,3950008,234.40400000000005
-0.007674533751444071,248.0,249.3,241.89,244.22,3447983,234.67430000000004
0.007453517896633603,243.18,245.46,241.91,242.36,2203701,234.94330000000005
-0.000983848487332988,242.85,244.78,238.51,244.18,2960049,235.23030000000003
0.014344013899551542,244.87,245.77,242.08,243.94,2204143,235.57630000000006
-0.010782111496834857,243.37,248.8,243.3,247.49,3303018,235.87730000000002
-0.02020833333333331,247.77,250.91,242.7,244.85,5305942,236.18500000000003
-0.02660621096757635,245.16,246.82,238.94,240.0,4396972,236.39370000000002
0.002261960650420388,238.81,238.95,232.32,233.78,4499938,236.65460000000002
-0.025471574248325937,231.05,236.5,230.01,234.31,4431962,236.79380000000003
-0.024986542257312137,235.88,235.94,227.95,228.49,3679682,236.89090000000004
0.06430490261920761,230.92,230.92,222.92,222.92,6741212,237.09690000000006
-0.022972218643995117,228.6,238.71,226.69,238.24,11367410,237.23780000000005
-0.003230808994572241,236.32,238.7,230.5,232.89,4797876,237.37440000000007
0.0012047156010670387,234.23,234.55,231.34,232.14,3905997,237.53360000000004
0.008150898305808155,234.01,237.4,232.11,232.42,3374847,237.71270000000007
0.013596565078295967,232.04,234.83,230.11,234.33,1846241,237.9410000000001
-0.02370076704300612,235.41,237.75,234.45,237.56,2664319,238.1171000000001
-0.020716956234880176,235.65,235.66,229.42,232.06,3625570,238.2071000000001
-0.004595466395651946,232.22,233.45,227.1,227.35,2991034,238.24360000000013
0.0007064953415463266,226.26,230.97,224.6,226.31,3092767,238.26800000000014
0.0005736981465136605,226.59,229.22,225.41,226.47,2129805,238.3038000000001
-0.01637138371832252,225.12,227.9,224.71,226.6,2629797,238.3275000000001
-0.010652765185856729,226.5,227.41,222.51,222.95,3034284,238.3119000000001
0.020556764196599013,222.3,225.16,218.18,220.6,3404622,238.3635000000001
0.019502851421357444,221.31,226.25,218.64,225.23,4353536,238.40450000000007
0.017409530327658452,228.32,232.5,227.45,229.71,3593171,238.48610000000008
0.01785489224047389,230.0,233.82,229.5,233.78,2772653,238.65330000000006
0.007712189428047333,233.84,238.67,232.75,238.03,2959494,238.76860000000008
0.01535177735818081,239.89,240.0,236.48,239.88,1776744,238.91160000000008
-0.0009038619556285902,240.39,244.32,238.0,243.62,4178897,239.0503000000001
0.015013556715632745,243.22,245.67,241.54,243.4,3048476,239.25080000000008
0.01655589604807576,242.45,247.23,241.5,247.11,2744898,239.5130000000001
0.003094624082523313,248.05,252.48,247.5,251.27,5314702,239.7830000000001
-0.0068709303719090755,250.38,252.65,248.27,252.05,3797641,240.09130000000013
0.008554794249277185,252.54,254.16,250.0,250.33,2991393,240.43250000000015
0.005788313120176401,249.94,253.0,248.66,252.49,3116870,240.81850000000014
-0.0023286103327150153,252.44,255.55,250.38,253.96,2853087,241.16830000000013
-0.00039483555099298893,253.0,255.17,251.51,253.37,3557822,241.54090000000014
-0.02219800621544174,254.14,255.21,252.01,253.27,2170475,241.84930000000014
0.011647851928676803,253.1,254.78,247.3,247.77,3505507,242.1815000000001
0.004250079440737183,248.5,253.48,246.65,250.69,4185953,242.43740000000014
-0.0020298507462686204,251.07,254.36,250.06,251.76,2628123,242.66700000000012
-0.008266784381395732,251.11,254.54,250.02,251.25,2462285,242.8988000000001
0.018395966280627177,250.11,251.9,247.79,249.19,2527188,243.2070000000001
0.02511520737327175,249.81,254.0,249.26,253.86,2277289,243.64050000000015
-0.009341447342920145,254.57,263.11,254.57,260.4,4961611,244.02030000000016
0.013422562141491361,261.3,261.67,257.68,257.99,2301721,244.26210000000017
-0.01782656079713523,258.36,262.41,256.54,261.5,2585390,244.47040000000015
0.006573350862268922,257.82,258.38,255.74,256.92,4704602,244.72360000000015
-0.04018018742710055,257.3,259.5,256.96,258.62,986435,244.88900000000015
-0.0012887116910313447,257.15,257.42,248.04,248.63,4153579,245.06400000000016
-0.012766131005791645,248.28,249.35,242.86,248.31,3640682,245.16610000000014
0.022681069876828625,245.85,247.44,245.05,245.18,1863298,245.33490000000012
0.025028176129959962,243.75,252.41,242.75,250.87,3419354,245.54240000000013
0.004526462395543236,256.08,258.1,253.26,257.31,3271279,245.7834000000001
0.0025853752652902147,257.27,260.88,256.37,258.48,2751611,246.03430000000012
0.03467928182969531,257.58,259.8,256.65,259.15,1875900,246.3914000000001
-0.007808394023575284,262.97,269.72,262.67,268.46,4912360,246.73080000000013
-0.00011263375258108772,267.07,268.98,263.57,266.38,3012356,247.06240000000014
-0.0038064370241955524,268.17,269.5,265.4,266.35,2265991,247.34160000000014
0.009703664999626866,268.54,268.74,262.3,265.34,2866093,247.60550000000015
0.01756315770175639,265.1,268.43,264.11,267.94,2413364,247.92110000000014
-0.0030525928650240565,268.0,274.26,267.54,272.73,4274746,248.23660000000018
-0.01104376603577128,270.68,272.73,269.3,271.9,2327154,248.5314000000002
0.00573055309080158,270.53,271.24,267.83,268.93,2066092,248.80520000000018
0.006026752903130921,271.5,271.97,269.21,270.48,1884883,249.11440000000016
-0.00714312150708763,270.83,274.5,269.6,272.12,2944742,249.35890000000015
-0.007758009772108403,271.62,272.1,269.23,270.19,2139462,249.60080000000016
0.020137416855492987,270.57,271.09,266.65,268.11,2513507,249.87590000000014
0.03651537025951619,269.37,276.65,269.37,273.62,3416909,250.24460000000016
-0.028800173887842298,275.0,284.72,274.4,283.99,4974945,250.54280000000017
