Perc_Change_1d,Open_Prev_1d,High_Prev_1d,Low_Prev_1d,Close_Prev_1d,Volume_Prev_1d,100_mov_avg
0.005569620253164528,19.93,19.94,19.45,19.64,39321758,24.847499999999986
-0.011782786885245923,19.88,19.96,19.61,19.75,21817227,24.732699999999987
0.0,19.75,19.8,19.48,19.52,18809397,24.607899999999987
-0.0020533880903490323,19.68,19.88,19.49,19.52,20189668,24.472399999999983
0.02012072434607639,19.68,19.69,19.3,19.48,21834687,24.352099999999986
-0.047418335089567894,19.5,20.48,19.37,19.88,44074433,24.253499999999985
0.001052631578947346,19.7,19.79,18.89,18.98,52157366,24.161599999999986
0.01656314699792962,19.0,19.06,18.8,19.0,34834947,24.058799999999987
0.009230769230769216,19.2,19.43,19.05,19.32,32447005,23.97659999999999
0.16056823073611712,19.25,19.8,19.1,19.5,78381102,23.939899999999987
-0.029698581560283766,24.13,24.25,22.85,23.23,228949142,23.90679999999999
-0.028258887876025405,23.29,23.31,22.47,22.56,76141922,23.85809999999999
-0.0393178588346756,22.4,22.88,21.88,21.94,73259521,23.806099999999994
0.004714757190004782,20.82,21.5,20.73,21.11,99378184,23.747199999999992
-0.0014164305949009035,21.08,21.44,21.01,21.21,37713887,23.688999999999993
0.003294117647058837,21.26,21.69,21.07,21.18,38344332,23.62749999999999
-0.003778932451582347,21.1,21.48,20.92,21.25,31806692,23.56649999999999
-0.03419638495359076,21.24,21.37,20.99,21.17,29062642,23.48829999999999
-0.024012006003001525,20.85,20.95,20.37,20.47,33396731,23.388099999999987
-0.040603852160333034,20.52,20.73,19.98,19.99,34254535,23.266099999999987
0.04285002491280515,19.96,20.0,19.13,19.21,42295434,23.14769999999999
-0.010574018126888261,19.15,20.17,18.87,20.07,67349109,23.030299999999993
0.11180679785330948,19.6,20.11,19.56,19.86,71775069,22.935499999999994
-0.0085701398285971,20.1,22.5,19.93,22.36,229750911,22.82669999999999
0.05899830220713061,22.34,22.5,21.65,22.17,78857405,22.74169999999999
-0.027923211169284336,22.25,23.93,22.18,23.56,107182168,22.639899999999994
0.007792207792207779,23.96,24.12,22.82,22.92,85021259,22.548599999999993
0.05016447368421048,22.73,23.9,22.7,23.1,46655291,22.478199999999994
-0.013333333333333345,23.22,24.53,23.05,24.32,89862342,22.407199999999992
0.07478797224363921,24.58,24.68,23.88,24.0,29520311,22.358899999999995
0.008030592734225519,24.94,26.09,24.81,25.94,123862051,22.308399999999995
0.007966616084977271,26.04,26.5,25.46,26.15,85760074,22.2573
0.03513909224011716,25.94,26.49,25.75,26.36,49205508,22.2132
0.024285714285714275,26.5,27.52,26.16,27.32,88759067,22.1715
-0.03550295857988169,27.26,28.0,26.76,28.0,127049545,22.127200000000002
0.01529497450837588,28.0,28.88,26.98,27.04,123525093,22.092100000000006
0.009022013713460845,27.06,27.76,26.68,27.46,72912724,22.061100000000007
-0.027437893956247756,27.75,27.9,27.26,27.71,58974841,22.023600000000005
0.01855895196506556,27.68,27.75,26.82,26.97,46001493,22.01600000000001
0.0129310344827586,27.07,27.78,26.84,27.48,51751806,22.013500000000008
0.005003573981415317,27.17,28.17,27.1,27.84,50608466,22.002200000000006
-0.01450326323422778,28.07,28.24,27.66,27.98,77099033,21.988000000000007
0.02337110481586403,28.0,28.14,27.37,27.58,46704201,21.9828
-0.05333830660201416,27.59,28.75,27.43,28.24,81051549,21.9634
-0.0022429906542055598,28.18,28.33,26.76,26.81,91631545,21.946400000000004
0.03464453265968967,26.77,27.0,26.32,26.75,57742403,21.930100000000003
-0.010944910616563323,26.96,27.91,26.9,27.71,60512872,21.9358
-0.001827485380116985,27.83,28.22,26.95,27.41,61390122,21.972400000000004
-0.0418888042650418,27.49,27.6,27.13,27.36,35574784,22.003500000000003
0.0248793167471221,26.66,27.01,26.12,26.26,54555183,22.0557
-0.015843078083741913,26.5,26.96,26.2,26.93,28230035,22.112000000000002
-0.017658349328215004,27.03,27.18,26.38,26.51,33175320,22.172100000000004
-0.005403319181783117,26.55,26.8,25.52,26.05,43481682,22.2203
0.02667167543200604,25.48,26.11,25.15,25.91,56574797,22.2673
0.04928571428571425,26.2,26.99,26.11,26.62,60374424,22.340100000000003
-0.008282319049333828,27.44,28.18,27.42,28.0,69844980,22.410600000000002
0.03442280945758004,27.88,28.47,27.59,27.77,63140530,22.488100000000003
0.02243371855880354,28.01,28.93,27.83,28.76,72715349,22.564200000000007
-0.012388162422574088,28.69,29.79,28.65,29.42,83781725,22.638800000000007
0.050016345210853255,29.51,29.6,28.86,29.06,45870933,22.740900000000007
0.022683706070287565,29.67,30.6,29.49,30.59,104787653,22.84190000000001
0.013240857503152527,30.6,31.45,30.28,31.3,95316372,22.960400000000007
-0.02487883683360257,31.28,31.96,31.1,31.72,89597985,23.079400000000007
-0.028239202657807237,32.08,32.21,30.62,30.95,98886858,23.180300000000003
-0.008375209380234505,30.64,31.71,29.88,30.1,173242356,23.287200000000002
0.009621765096217623,30.21,30.35,29.53,29.85,75332648,23.3942
-0.01618341200269725,30.08,30.42,30.03,30.14,40256606,23.496399999999998
0.034819394728278566,30.31,30.44,29.27,29.66,49631496,23.6096
0.002920181700194674,29.75,30.89,29.74,30.73,55243212,23.726300000000002
0.008365508365508301,31.1,31.5,30.8,30.82,48899741,23.8437
0.01458465440710212,31.27,31.49,30.81,31.08,43845049,23.9681
0.028641823221435162,31.41,31.93,31.13,31.54,54363551,24.101899999999997
-0.05456316986034426,31.88,32.51,31.81,32.47,59681410,24.229199999999995
0.014404609475031988,32.0,32.07,30.71,30.79,72976496,24.364299999999993
-0.008392511297611299,30.98,31.49,30.88,31.24,87682080,24.488299999999995
-0.042045072317524385,29.15,31.47,28.74,30.98,190743612,24.595999999999993
-0.05763073639274283,31.01,31.02,29.63,29.73,85856666,24.687299999999997
0.01850558659217881,29.06,29.2,28.01,28.11,92362184,24.785599999999995
0.01411359724612737,28.26,28.96,28.04,28.64,47948191,24.8818
-0.013961605584642309,28.74,29.29,28.66,29.05,38375742,24.959
-0.003854239663629973,29.11,29.15,28.27,28.65,34540014,25.037300000000002
-0.00990799716914358,28.89,29.17,28.51,28.54,37708729,25.0999
-0.032517354767994174,28.61,28.68,28.04,28.26,37361742,25.1584
0.01934790397706912,27.67,28.16,27.1,27.37,93495635,25.2188
0.02070175438596491,27.36,28.32,27.31,27.91,50163959,25.2709
-0.0063559322033898205,28.02,28.63,28.01,28.5,35618411,25.328200000000002
0.02108537849982715,28.52,28.75,28.09,28.32,33109105,25.3889
-0.01651440618411802,28.23,29.08,28.12,28.93,49411547,25.4656
-0.043255131964809374,28.92,29.05,28.33,28.46,42098118,25.5356
-0.0055289347585699275,28.28,28.55,27.15,27.28,49647671,25.600700000000003
0.0051338467180051545,27.62,27.63,26.82,27.13,36350149,25.6702
0.004381161007667068,27.16,27.64,27.15,27.27,34651983,25.7275
-0.019352437662820972,27.36,27.46,26.7,27.39,31611642,25.776300000000003
0.01394495412844033,27.34,27.34,26.63,26.87,44319628,25.8261
0.019078473722102272,26.84,27.3,26.34,27.25,83027721,25.885600000000004
-0.0021645021645022465,27.05,28.12,26.81,27.78,54064731,25.943300000000004
